name,salary_from,salary_to,salary_currency,area_name,published_at
Senior Product Designer (Order Manager),,,,Санкт-Петербург,2022-12-22T11:21:27+0300
Менеджер по работе с клиентами,,,,Москва,2022-12-22T09:19:02+0300
Data Engineer,,300000,RUR,Санкт-Петербург,2022-12-22T09:40:55+0300
Java разработчик (Middle),700,1500,USD,Бишкек,2022-12-22T11:39:03+0300
PHP-разработчик (Санкт-Петербург),,,,Санкт-Петербург,2022-12-22T11:03:26+0300
Электромеханик,55000,,RUR,Калининград,2022-12-22T09:09:42+0300
Бизнес - аналитик,,,,Москва,2022-12-22T10:29:46+0300
Главный инженер,,,,Санкт-Петербург,2022-12-22T11:32:33+0300
Главный аналитик в Отдел клиентской аналитики,,,,Москва,2022-12-22T10:34:33+0300
Оператор станков с ЧПУ,69000,90000,RUR,Набережные Челны,2022-12-22T10:54:46+0300
Специалист по эксплуатации (ВАО),55000,,RUR,Москва,2022-12-22T11:41:19+0300
Наладчик полиграфического оборудования,80000,,RUR,Санкт-Петербург,2022-12-22T09:41:50+0300
Оператор станка с ЧПУ,87000,,RUR,Санкт-Петербург,2022-12-22T09:57:46+0300
Специалист по поддержке пользователей Bitrix24,,,,Липецк,2022-12-22T11:35:53+0300
Контролер технического состояния (м. Саларьево),60000,,RUR,Московский,2022-12-22T10:23:46+0300
Полировщик (в лабораторию механических испытаний),,,,Сарапул,2022-12-22T11:37:33+0300
Аналитик данных сервисов ИБ,,,,Москва,2022-12-22T09:31:20+0300
Механик цеха,77000,,RUR,Киров (Калужская область),2022-12-22T10:18:06+0300
Оператор-наладчик станка с ЧПУ (токарная группа),80000,90000,RUR,Мытищи,2022-12-22T11:23:37+0300
Старший программист 1С,,200000,RUR,Москва,2022-12-22T11:00:23+0300
Инженер первой линии технической поддержки,40000,,RUR,Улан-Удэ,2022-12-22T10:47:50+0300
Шлифовщик (сухая шлифовка),60000,,RUR,Воронеж,2022-12-22T10:52:37+0300
Оператор станка с ЧПУ,65000,100000,RUR,Тверь,2022-12-22T10:10:10+0300
Оператор станка с ЧПУ,65000,100000,RUR,Клин,2022-12-22T10:10:10+0300
Мастер ремонтно-механической мастерской,,,,Нижневартовск,2022-12-22T10:53:07+0300
Менеджер по развитию информационных потоков и отчетности,,,,Санкт-Петербург,2022-12-22T11:10:58+0300
Инженер-механик,95000,,RUR,Москва,2022-12-22T11:46:55+0300
Специалист по информационной безопасности,50000,60000,RUR,Красноярск,2022-12-22T11:54:26+0300
Аналитик 1С (Удаленно),,,,Москва,2022-12-22T10:31:49+0300
|Начальник отдела стратегического развития, Проектный офис Управления трансформации|,,,,Ташкент,2022-12-22T09:49:53+0300
Инженер по гарантии,55000,,RUR,Нижний Новгород,2022-12-22T09:51:51+0300
Junior/Middle Elixir Developer,,3200,USD,Москва,2022-12-22T09:47:34+0300
Системный администратор,,,,Москва,2022-12-22T11:52:41+0300
Java-разработчик,,,,Тверь,2022-12-22T09:10:34+0300
Web-разработчик (1с Битрикс),50000,70000,RUR,Москва,2022-12-22T10:13:02+0300
Системный аналитик ТФОМС Свердловской области,55000,,RUR,Екатеринбург,2022-12-22T11:59:38+0300
Механик по выпуску на линию техники,120000,120000,RUR,Иркутск,2022-12-22T09:54:24+0300
Инженер КИПиА,40000,,RUR,Орск,2022-12-22T09:49:36+0300
Токарь,45000,,RUR,Курган,2022-12-22T11:49:11+0300
Начинающий специалист технической поддержки (удаленно),30000,38000,RUR,Пермь,2022-12-22T09:08:40+0300
Системный аналитик,,,,Москва,2022-12-22T11:08:54+0300
Архитектор решений (пресейл),,,,Москва,2022-12-22T11:06:46+0300
Консультант SAP на 1 линию поддержки (удаленно),,40000,RUR,Санкт-Петербург,2022-12-22T11:19:53+0300
Токарь-расточник,60000,60000,RUR,Москва,2022-12-22T11:17:19+0300
Программист 1C,150000,,RUR,Москва,2022-12-22T10:42:54+0300
|Наладчик оборудования Tetra Pak (завод, г. Дербент)|,,,,Дербент,2022-12-22T11:37:26+0300
Менеджер отдела продаж,,60000,RUR,Краснодар,2022-12-22T11:47:20+0300
Ведущий специалист по информационной безопасности,,,,Москва,2022-12-22T11:03:25+0300
Инженер по сборке компьютеров и серверов,,,,Челябинск,2022-12-22T10:40:08+0300
Разработчик LUA,,,,Москва,2022-12-22T09:49:24+0300
Программист back-end,90000,,RUR,Уфа,2022-12-22T09:21:24+0300
Инженер технической поддержки операционной системы РЕД ОС,,,,Муром,2022-12-22T11:49:25+0300
Тимлид (Team leader) Fullstack,,,,Москва,2022-12-22T09:49:24+0300
Программист 1С,71000,213000,RUR,Ярославль,2022-12-22T09:17:43+0300
Графический дизайнер,37500,62500,RUR,Москва,2022-12-22T11:36:08+0300
Technical Architect (System Engineer),,,,Москва,2022-12-22T10:11:39+0300
Бизнес-аналитик,,,,Красноярск,2022-12-22T09:45:56+0300
Механик,65000,72000,RUR,Зеленоград,2022-12-22T11:55:52+0300
Расточник-универсал 5 разряда,154000,171000,RUR,Благовещенск (Амурская область),2022-12-22T11:06:09+0300
Системный аналитик (Решения для моделирования),,,,Москва,2022-12-22T09:29:45+0300
Специалист по эксплуатации (ЮАО),55000,,RUR,Москва,2022-12-22T11:41:20+0300
|Разработчик Python (Middle, Senior)|,,,,Москва,2022-12-22T09:31:11+0300
Программист-консультант 1С,,,,Санкт-Петербург,2022-12-22T10:52:19+0300
Junior C developer (1310),,,,Москва,2022-12-22T11:50:09+0300
Начальник отдела Планирования и Оптимизации Цепей Поставок (Supply Chain),,140000,RUR,Балашиха,2022-12-22T10:16:37+0300
Монтажник связи - кабельщик,,,,Москва,2022-12-22T09:49:24+0300
Системный администратор,105000,,RUR,Москва,2022-12-22T09:05:02+0300
Механик-наладчик оборудования станки ЧПУ,70000,,RUR,Москва,2022-12-22T11:46:55+0300
Фрезеровщик,50000,,RUR,Воронеж,2022-12-22T09:44:15+0300
Аналитик 1 С Документооборот,,,,Москва,2022-12-22T11:32:00+0300
Станочник широкого профиля (фрезеровщик) 5 разряда,124000,138000,RUR,Чита,2022-12-22T11:04:02+0300
Фрезеровщик,40000,,RUR,Курган,2022-12-22T11:51:16+0300
Инженер-механик на пищевое производство,,,,Москва,2022-12-22T11:44:16+0300
Инженер технической поддержки,70000,70000,RUR,Москва,2022-12-22T09:14:10+0300
Инженер-конструктор РЭА,,,,Великий Новгород,2022-12-22T10:53:22+0300
Механик по ремонту и обслуживанию производственного оборудования (мясокомбинат),81000,87000,RUR,Москва,2022-12-22T10:11:21+0300
Оператор фрезерного станка с ЧПУ,,60000,RUR,Нижний Новгород,2022-12-22T10:59:20+0300
Инженер-механик,50000,,RUR,Тамбов,2022-12-22T10:28:03+0300
Электромонтер по ремонту и обслуживанию электрооборудования 4 разряд,,,,Удачный,2022-12-22T10:55:50+0300
Руководитель команды внедрения системы мониторинга,,,,Нижний Новгород,2022-12-22T10:16:55+0300
Администратор САПР (AVEVA),,,,Москва,2022-12-22T09:14:26+0300
